content,date,location_name,user_name
Place to see from the Top of the Rock and from the ground.,1-Nov-11,Central Park,Remi Federico Tobar
Hop-on the Uptown Loop for  of Central Park from the top-deck.,26-Oct-11,Central Park,Gray Line New York
"""Central Park takes up roughly 843 acres of land. To give you an idea, that’s roughly 16 billion NY ."" - Conan O'Brien",26-Oct-11,Central Park,Team Coco
"Circle Central Park, one of the best 10 K cross country courses in the world, then spend some time resting next to the  at 59th St across from the  .",23-Oct-11,Central Park,Charles Pixley
It's really the center of the Universe!! Go on a sunday and take your  with you..go to the Roller !!!,22-Oct-11,Central Park,Gust Sievert
"I love Central Park in the Summer, and it's soooo beautiful in the fall. Walk, seat and read a . Summer stage is also great!",22-Oct-11,Central Park,Ana Salles
great places to set your  mat down and salute the sun...btwn the  and the lawn,21-Oct-11,Central Park,Dani scher
"Q/nwtjls,me",19-Oct-11,Central Park,ia stability
"Central Park is home to the famous Central Park Jogger Case which took place on April 19th, 1989.",14-Oct-11,Central Park,LawyerLocator.com
Great run! 6.0273 miles on roads is the full loop path. Start on East Drive at East 90th Street and end just after the Metropolitan  of .,13-Oct-11,Central Park,PR Nutrition Inc
Go on a Scavenger Hunt: For more information on scavenger hunts around the city ,11-Oct-11,Central Park,Stanley Stuyvesant
Have a Le Pain Quotidien  in Sheep Meadow,11-Oct-11,Central Park,Austen Parker
"it's Central Park.....go for a run, walk, or sit on the lawn with friends.",9-Oct-11,Central Park,Liz Redding
I could spend hours in this  just taking in the beauty and escaping the busy streets of new york.,8-Oct-11,Central Park,Katelyn
Let it snow! Make a  or a snow angel to get in the holiday spirit.,6-Oct-11,Central Park,Radio City Christmas Spectacular
Don't buy water or drinks from the vendors in the . Wait abd buy out of the  at a . So much cheaper.,5-Oct-11,Central Park,Rod Ventigan
"Come to the Bandshell on Sat. October 29 for  Fest, NYC's annual celebration of the fall harvest in Central Park! Free , haunted houses, and more. ",4-Oct-11,Central Park,NYC Parks
"Tired of running in circles through Central Park? Run along the east river and across the bridge at 125th street to Randall's Island for 4.5 miles of pedestrian pathways-- Jess, Fit Chick in the City",30-Sep-11,Central Park,Athleta
"Of the entire 843 acres, some highlights include the , Great Lawn, Carousel, Wollman Rink and . All located in the southern half of the  where you're more likely to enter.",29-Sep-11,Central Park,Fare Buzz
"This famous 843-acre Manhattan public  is open all year round for visitors. Most notable spots are the “Imagine�? at , the Central Park , and the Friedsman Carousel.",29-Sep-11,Central Park,DHR.com
"One of the most well known  in the U.S., Central Park is a great place to get away from the fast paced NYC streets.  See a  or  here in the summer for an unforgettable experience!",26-Sep-11,Central Park,New York Habitat
Could spend an entire day here! Great any season!,26-Sep-11,Central Park,Lorraine S
"Many don't realize it, but Central Park occupies a large part of Manhattan. Come here for a nice stroll, or just to sit and relax.",24-Sep-11,Central Park,The Transit Navigator
Relax and enjoy this beautiful ,22-Sep-11,Central Park,Ian Stanley
"love this , take a stroll, , run..",21-Sep-11,Central Park,Maria Olsson-Tysor
Run by the water so you can see the rowboats,19-Sep-11,Central Park,Olivia
On a nice sunny day go ahead and walk around all over.,18-Sep-11,Central Park,Igor Ganapolsky
Make sure to check out !,18-Sep-11,Central Park,Jenna Hirst
Near John Lennon's Appartament,16-Sep-11,Central Park,Sueli Loiola
The sheep's meadow is the best. Bring a cooler with some drinks and a  and you will have a great time. Great place to meet people in the city.,15-Sep-11,Central Park,Raj S.
"PHOTO: Central Park is the most visited city  in the United States. In 2001, it served as the first ever starting location for “The Amazing Race!�?,September 14"," 2011""",Central Park,The Amazing Race
While you're enjoying the  why not look into attending one of our upcoming alumni events? Go ! ,14-Sep-11,Central Park,Big Apple Orange!
The perfect place to clear your head.,12-Sep-11,Central Park,Michael Leung
A great place for Fall IINto Action conference participants to visit while in New York! Check out our NYC Healthy Living Guide on  and walking  for more info. ,12-Sep-11,Central Park,Institute for Integrative Nutrition
Rent a  and enjoy this magnificent .,12-Sep-11,Central Park,Iara Demartini
in a city like nyc the green space and the food ae great,11-Sep-11,Central Park,Stephanie Trawick
1st public landscaped  in US. Designed by Calvert Vaux & Frederick Law Olmsted in 1858. 843 acres. More gun powder used in blasting limestone quarries than Battle of Gettysburg. More info in blog ,10-Sep-11,Central Park,IWalked Audio Tours
Be aware of Electro’s impulses and make sure you check the local forecast before heading here. You wouldn’t want to find yourself caught in the middle of a flash electrical storm.,9-Sep-11,Central Park,SPIDER-MAN ON BWAY
"Vondelpark, rocks!",9-Sep-11,Central Park,Arnold
The most amazing place in the world!,8-Sep-11,Central Park,Andrew Michaeloff
"Rent a bicycle or a boat while you are here, or just lay on the grass and relax with your ViewBook. #Pepcom",6-Sep-11,Central Park,ViewSonic
My  is bigger than yours.,4-Sep-11,Central Park,Melissa Chusid
"Central Park is a great spot for .  Rules might have changed since the 1970s, so it might not be a good idea to recreate this photo. ",1-Sep-11,Central Park,US National Archives
Best place for  with family,31-Aug-11,Central Park,Selda Çelikhan Güntöre
Great boat  and !,31-Aug-11,Central Park,Brandon
"i want to have a  in central park for my b-day with a bunch of friends. nothing official and no fanfare, just fun, , , etc. Is  hill a good place to have it?",27-Aug-11,Central Park,Richard Cho
"Having a   at this place is great if you’re on a budget, and you will have the best backdrop while enjoying your food.",27-Aug-11,Central Park,Otel.com
This is the escape needed for every New Yorker.,27-Aug-11,Central Park,Find Me In New York City
"Prepare to get disgusted like I did. My whole life, I'be never noticed the ""Carved Hoof"" thing. Smh",26-Aug-11,Central Park,Jeree Anderson
It's huge!!,26-Aug-11,Central Park,Kathryn Manno
walk on the Central Park and you feel yourself in wonderland...,26-Aug-11,Central Park,ルナ 山根
Love it all but the best hide away is romping through the north woods!,25-Aug-11,Central Park,Susie Nurre Sondag
"Always a must-visit, especially during autumn. The fall foliage is spectacular.",23-Aug-11,Central Park,Cilt & Co.
Come find us playing softball at our annual game,23-Aug-11,Central Park,NBCU Emerging Technology Specialists
There's a  lane. Use it & don't be a jackass,22-Aug-11,Central Park,Cari
 around the outer loop a few times! ~6.1 miles - Central Park North is the best area. Go at dawn!,22-Aug-11,Central Park,Noah Lucas
Duh....so much to discover in the greatest  in one of the greatest spots the USA!,22-Aug-11,Central Park,Emily Ryan
THE BEST  IN THE WORLD,22-Aug-11,Central Park,Greg Lassiter
"You can get something to go at Whole Foods, eat in the !",21-Aug-11,Central Park,Eduardo Diaz
What's not to like? Have a  or relax on one of the many . Claim your !,18-Aug-11,Central Park,Ross M
Take your time and rest!,16-Aug-11,Central Park,Lucas Momosaki
"The southern end of the  is only blocks from the Hilton New York. Enjoy a morning run through the , or just take a leisurely stroll when you need a break.",16-Aug-11,Central Park,WICT Leadership Conference
Bottle of  and sheeps meadow?  Or run to feel fit?,16-Aug-11,Central Park,Maggie
Incredible escape racing around on a .,15-Aug-11,Central Park,Elicia Banks-Gabriel
Before 9AM and after 9PM is off leash hours. Dogs can run around the lawns and in the trees!,14-Aug-11,Central Park,Siobhan Quinn
One of the best ways to enjoy the  is to lace up and run around the reservoir! Great way to experience the vastness of a  right in the heart of Manhattan.,14-Aug-11,Central Park,Hudson L.
Dogs can run off leash before 9 am,13-Aug-11,Central Park,✨Pun Bandhu �?
"The 10th annual FITNESS Mind, Body + Spirit Games, a NY Road Runners event, is on Sept. 17, 2011! Activities include a 4-mile race, kids' races, live entertainment,  bags, and more! ",12-Aug-11,Central Park,Fitness Magazine
 before 8am mon-fri and the 's car free,10-Aug-11,Central Park,Bin Yang
Central Park accounts for approximately 6 percent of Manhattan's total acreage. ,8-Aug-11,Central Park,US National Archives
Be sure to check out one of the . ,6-Aug-11,Central Park,Rich Palmer
Enjoying your time at this NYC hot spot? Check out this video to learn about other NYC trips to take that won't break the ! http://www.youtube.com/watch?v=5PGHw6U1tFg ,21-Jul-11,Central Park,Howcast
Rainbow Ice dippin dots by the  is a great cool down,18-Jul-11,Central Park,Chad Perrigo
"In the spring of 1968, William Greaves and his crew conducted a baffling, multi-layered experiment on the nature of filmmaking in this iconic . The name of this experiment? SYMBIOPSYCHOTAXIPLASM. ",15-Jul-11,Central Park,The Criterion Collection
enjoy summer stage for free!,15-Jul-11,Central Park,Timothy J
Watch this Ugly Americans clip and see if you can spot a Treegasm in Central Park. ,13-Jul-11,Central Park,Comedy Central
Sit on the rocks by the water. So  and definitely entertaining to . ,11-Jul-11,Central Park,Donnaly Atajar
walking alone,11-Jul-11,Central Park,Mohd Fairul
"Bring a blanket, a good  and find a spot in the shade",9-Jul-11,Central Park,Ferdi Hoffman
! :),4-Jul-11,Central Park,Patrice Montpetit
A true piece of heaven in Manhattan sums up this 843 acre paradise. It's hard to believe you are in NYC when visiting here.,30-Jun-11,Central Park,Trump Hotel Collection
Try the  Brulee - I had two & going for a third! #FSEatup,23-Jun-11,Central Park,Amy Cao
Look for the Johnny G's guy wearing the famous t-shirt on June 25 2011 and win a prize pack. ,22-Jun-11,Central Park,Johnny G’s BBQ Rubs (Rub it Grill it Eat it) http://www.buybbqrubs.com/
Celebrate the longest day of the year - every June 21st with free   in  & streets throughout the five boroughs. Visit makemusicny.org for a complete schedule. ,20-Jun-11,Central Park,MetroFocus
The Heart of NYC....,8-Jun-11,Central Park,Nádia
Please turn on the water ! That way I don't have to yell profanities during my 13 mile runs while running from  to .,6-Jun-11,Central Park,Dominick Cataudella
Fall into the  ,5-Jun-11,Central Park,Justin Scarborough
 at the .,28-May-11,Central Park,Carla Diana
Checking out the buskers. The bugler is awesome!,27-May-11,Central Park,AICP Matt Miller
pure magic in the heart of the city ,26-May-11,Central Park,Cari
Go above 96th St if you want to see more  and less people,20-May-11,Central Park,Nabeel
"Central Park receives approximately thirty-five million visitors annually! So even if you go to the  with just your Sokenbicha , you are sure to be in good company.",18-May-11,Central Park,Sokenbicha Tea
Pick up a rock and throw it if ya wanna. It makes me feel good.,16-May-11,Central Park,Gordon Kenny
Cantral  (sauntroll ); the saunter of all .,15-May-11,Central Park,Matthew Greyshock
refreshing,12-May-11,Central Park,Arizt Fhabiola
Coming in a group is far better than by yourself.,12-May-11,Central Park,Farrell Helios
Ran 5 km around the  and it was great,11-May-11,Central Park,Stephanie K
 5 km around the  and it was great,11-May-11,Central Park,Stephanie K
This is a ,6-May-11,Central Park,Andrew Wiseman
Nice place to  at during  break in the winter.,28-Apr-11,Central Park,Alex C
A getaway from the hectic activities,22-Apr-11,Central Park,wiwi
"Keep your eyes peeled. You might see ""This Week"" anchor Christiane Amanpour riding her  in the . She loves to ride her  in the  and all over NYC. Follow her on Twitter: @camanpour ",17-Apr-11,Central Park,ABC News
"Best  in the US, and there's so much to do. From , to , to . Bikers, , runners galore. Need I say more? :)",30-Mar-11,Central Park,Christopher Tai
Great place to watch hot guys stretch before they run,27-Mar-11,Central Park,Andres Vazquez
A nice place to go with your family...,25-Mar-11,Central Park,Lytvina Lightwood Eaton Waters
centrale parc is very gud,19-Mar-11,Central Park,audrey zach
Governors Island is a better  and it's less ,12-Mar-11,Central Park,Kevin Fitzpatrick
Counter-clockwise loop is an easier run than clockwise. But with the latter you can  a lot more!,5-Mar-11,Central Park,Emily Sears
"Nothing better than walking in the , methinks",28-Feb-11,Central Park,Vivek Surti
Amazing place.  A must see for all NYC visitors.,20-Feb-11,Central Park,rick leftwich
Shooping,14-Feb-11,Central Park,Erica Gunarti
"1975 was the last year the New York City marathon was raced entirely inside Central Park. In this photo, runners at the marathon starting line.",13-Feb-11,Central Park,Nafila Chairunisa
wanna go there,6-Feb-11,Central Park,Tasya W
The spot to take the most amazing pictures ever!,29-Jan-11,Central Park,Benedetta Spreafico
"There's a man who runs in a black thong leotard in the mornings. Don't worry, he's harmless. And BRAVE! He's been seen running in this ""gear"" on even the coldest winter mornings. Brrrr.",24-Jan-11,Central Park,Fitness Magazine
Looks unreal among all them sky-scrapers.  and mind resting. What a sad moment to see Imagine at .,9-Jan-11,Central Park,Davor I.
 :),22-Dec-10,Central Park,Clara Sutedja
"I remember the time Barbie and I took a carriage ride through Central Park. It was cold, but we shared a blanket and kept each other warm throughout the ride.",21-Dec-10,Central Park,Ken Carson
you don't need something to do. just go. nature therapy.,5-Dec-10,Central Park,Tanya T.
Don't get lost..,1-Dec-10,Central Park,Tuan X
Possibly the best place on earth,29-Nov-10,Central Park,Amin
"If you have a dog, just come north of the childrens  before 9am to have them play with all of the other dogs off leash. But only before 9am",23-Nov-10,Central Park,Jennifer Walsh
Try the ,23-Nov-10,Central Park,Foodspotting
"Going shopping? Pick up something extra for the Partnership for the Homeless  Drive! You can drop off a new, unwrapped  at any one of Manhattan Mini Storage's 17 storage locations ",22-Nov-10,Central Park,Manhattan Mini Storage
Hire  from Metro Bicycles on Lexington Ave - only $9 an hour,22-Nov-10,Central Park,Tim Redgate
Need a breath..Central Park best  in the city ..,22-Nov-10,Central Park,Eddie Antonio
Central Park is one of those places that make New York such a great place to live.<<Oasis in this hectic city :D,20-Nov-10,Central Park,Woody
Take it all in.,20-Nov-10,Central Park,Colin Burns
"CentralPark.org Newsletter with the code ""10028""",19-Nov-10,Central Park,Miracle J.
"Central Park, which has been a National  since 1963, was designed by landscape designer and writer Frederick Law Olmsted and the English architect Calvert Vaux in 1858.",18-Nov-10,Central Park,Onizugolf
"PHOTO: 1975 was the last year the New York City marathon was raced entirely inside Central Park. In this photo, runners at the marathon starting line. ",6-Nov-10,Central Park,The New York Daily News
One of the most Beautiful &  to visit!!!,3-Nov-10,Central Park,Daniel Chin
"Go get lost in Central Park, one of the best things to do while in New York.",27-Oct-10,Central Park,Michael Easterbrook
The entrance on 6th Ave is probably the fastest and nicest way to a few  for a .,26-Oct-10,Central Park,Pablo Goldbarg
Watch out for raccoons,23-Oct-10,Central Park,Philip Andres
 squirrels.,13-Oct-10,Central Park,Rachel Raven
"Beautiful in the fall. For native NYers that come in the fall, this will remind you of what you're missing.",7-Oct-10,Central Park,Xavier Garcia
The best spot for bombing hills in nyc- I recommend the Arbor Koa Pin as the board of choice!,21-Sep-10,Central Park,Jonny Dubowsky
 poochs everywhere!! :D,19-Sep-10,Central Park,James Estrada
Walk/Ride the right way on the  Drive so as to avoid be run over by everyone else.,18-Sep-10,Central Park,kevin plunkett
 awsome,15-Sep-10,Central Park,matt sullivan
Grab a longboard from nyclongboards.com and  the !,12-Sep-10,Central Park,Ike Vinpa
Rent a model sailboat at the Conservatory,12-Sep-10,Central Park,Christine Fitz
Check out the  in the . The best one is in the Loch.,9-Sep-10,Central Park,Edwin Grullon
Bring your dog before 9am for off leash fun.,5-Sep-10,Central Park,Stephen Carpi
Great  around long loop and  everywhere.  on weekends is very competitive.  Yikes.,30-Aug-10,Central Park,Christopher Westley
Go to the . Some creatures you never thought existed lurk here,29-Aug-10,Central Park,Robert Reynolds
"Sheep's meadow is a meat market, great lawn is way better for chillin (watch for idiots with  balls and other flyin shit!!)",29-Aug-10,Central Park,Tony Mayr
This is where they  the  scenes in Friends.,28-Aug-10,Central Park,Mike Still
"Walk , run or enjoy the scenery. Amazing place to checkout when visiting NYC.",27-Aug-10,Central Park,Charles Tabangcora
Enjoy a good walking with a special friend. It´s better than any therapy. !,23-Aug-10,Central Park,André Dametto
Ballers meet at 86th!!! Bring 5 or pic up,20-Aug-10,Central Park,Jesse Bride
PING ME!!! i cant hear u here.,7-Aug-10,Central Park,Mochdy ibn Akil Ali Manyamengkininawa
Go the the Ramble at night it is a collection of un-lit dirt  go at night and get scared! Careful of the bums who give each other head at night super  but funny with bunch of friends,1-Aug-10,Central Park,David Lugassy
Buy your ticket online before you arrive it will save you up to a half hour on a busy day,31-Jul-10,Central Park,William Corbett
"The Diamond in the Ruff.  Enjoy , , , restaurants, , geocaching, open lawns, , splash pads,  ... ",25-Jul-10,Central Park,Summer Oleksy
Shakespeare in the .,22-Jul-10,Central Park,Samantha Franco-Lee
Enter at 5th Ave and 72 street. And walk a bit. Then get a pedicab for a nice  but they didn't give notice to the Civil War . Made  me sad ;-(,19-Jul-10,Central Park,Margie Shoop
Enter at 5th Ave and 72 street. And walk a bit. Then get a pedicab for a nice  but they didn't give notice to the Cival War . Made  me sad ;-(,19-Jul-10,Central Park,Margie Shoop
bring your ipod and lay on the great lawn. bring a !,6-Jul-10,Central Park,Christian Norden
Make your way down the path behind Sheep's Meadow towards the West and look for the  . If the skaters are out you'll love the show! ,6-Jul-10,Central Park,Ryan Shell
"The closest solar panel to charge your mobile phone is at Sheep Meadow, email me for location vms@me.com",4-Jul-10,Central Park,Victor Medina-San Andrés
Don't sit near horse shit. The smell at these temperatures is just too bad.,3-Jul-10,Central Park,Carol Starr
"Cedar Point (79th and 5th) is a lovely spot for a , reading and relaxing.",3-Jul-10,Central Park,John Chew
Beautiful day,3-Jul-10,Central Park,Jamal Callender
Sunhat-wearing  are lovely. Bring a blanket!,24-Jun-10,Central Park,Rachel
Outdoor  and !!,19-Jun-10,Central Park,Meryl Pearlstein
with my kids,16-Jun-10,Central Park,made lily kusuma
This is a great place to visit with your family & friends. there's so much to see & do,12-Jun-10,Central Park,Jennifer Cruz
Find a rock and sit :),11-Jun-10,Central Park,Robert Quintana II
great place to hang out,10-Jun-10,Central Park,Olivia Hillius
I walked around and enjoy the .,4-Jun-10,Central Park,Margarita Paez
Love taking the train up to the  to do my normal twice or more a week morning walk/jog/run depending on my work schedule,31-May-10,Central Park,Summer Tyne
Lay in the grass and listen to some Bob Marley.,30-May-10,Central Park,Josh Karp
"Head west of the  to Amsterdam Avenue for a great collection of restaurants, pubs and botique shops",22-May-10,Central Park,Roman Garcia
...visit ,21-May-10,Central Park,Robert Rowe
 in the  are the best.,20-May-10,Central Park,Andrea Palesh
The oasis of the desert called New York City,20-May-10,Central Park,Polina G
"Home to some of New York's most famous . Diana Ross literally singing in the rain, Simon & Garfunkel, Garth Brooks and Dave Matthews Band have all played Central Park.",20-May-10,Central Park,TODAY Show
 is a great place to ,13-May-10,Central Park,Kelly Dong
Its good to sit,6-May-10,Central Park,Aaron Taylor-Waldman
Walk through the Shakespeare  up to the second tier of Belvedere  at  - from there you can just see the lights from the George Washington Bridge. ,24-Apr-10,Central Park,John Moore
"Go visit the Blockhouse - it's located around 102nd Street in the middle of the  and as most people avoid the northern areas of Central Park, most miss this great relic of old New York ",20-Apr-10,Central Park,Jeff L
It's a nice house that looks like something out of Switzerland but really a Central Park store and part visitor's guide location.  It's sits off the  and Checkers House. ,15-Apr-10,Central Park,Ray H
"When it's sunny, sit on the rocks and soak-up some vitamin D!",27-Mar-10,Central Park,Lee Rowland
Nothing better than relaxing in the ,27-Mar-10,Central Park,Melissa Chusid
Enjoy the sun when it's sunny :o),26-Mar-10,Central Park,Lee Rowland
I have been coming to The  countless times since 1991. And I am just getting started.,23-Mar-10,Central Park,James Kim
really nice and sunny...been there the whole day...bring and extra towel cause it's gonna get wet!,20-Mar-10,Central Park,Eleonora
Just go to the goddamn  already.   It's nicer than you're tiny .,20-Mar-10,Central Park,Greg Lofaro
Come be weird. It's acceptable.,7-Mar-10,Central Park,Darrell Whitelaw
Take a  stroll around The Reservoir at  or explore the North Woods. #vday,2-Feb-10,Central Park,Valentine's Day Movie
Go and have a nice walk,29-Dec-09,Central Park,Serdar S
Run the six mile loop of the  ,29-Dec-09,Central Park,John Moore
Make sure you go and check out the reservoir. Ideal place for romance in NYC.,27-Dec-09,Central Park,Michael
"bring your  ... people outside of NYC never seem to realize how ""wild"" Central Park is ... did you see the Peregrine Falcons?",26-Dec-09,Central Park,John Lee
take a breath of ...,25-Dec-09,Central Park,Fernando Salas
2 blocks from my house --,23-Dec-09,Central Park,Margaret Luh
"Visit  Hill in late afternoon, walk across Bow Bridge over to the Ramble and watch the sun set over the Westside.",17-Dec-09,Central Park,John Moore
"Whenever I go to NYC, I spend some time in Central Park with my iPod and a , watching people play on the huge lawn area.",11-Dec-09,Central Park,Travis Wise
Went for a run around the Reservoir at  and watched the lights come up on Manhattan as the city  for the evening. ,10-Dec-09,Central Park,John Moore
"Go  at Wollman Rink, then enjoy a steaming mug of  at the Oak Bar on Central Park South and Fifth Ave. ",10-Dec-09,Central Park,John Moore
Want an express  of Central Park? Take a rickshaw ride. Then tip the driver to take you back to your . Awesome riding down Broadway in a rickshaw admidst the traffic.,20-Nov-09,Central Park,Alischa Wunsch
take a walk on a sunny day - and bring some pick nick with you..,16-Nov-09,Central Park,Samuel Maeder
"Run the north woods, great , no crowds!",13-Nov-09,Central Park,Justin Nesci
great for chasing squirrels,12-Nov-09,Central Park,Svarti Kroll
There is a small  in central park~~I also saw my favorite animal-polar ~~~,2-Nov-09,Central Park,Shau-Pei Huang
Run the NYRR Poland Spring Marathon Kick-off Run this Sunday 10/25! ,21-Oct-09,Central Park,Courtney Baranello
Walk through Central Park during the spring when the  are in full bloom and raining down upon you. Simply beautiful.,21-Oct-09,Central Park,Sarena Perez
play a free game of  and get instant flashbacks to the 80's and 90's :),1-Oct-09,Central Park,amsterdamize
Go to Rumsey Playfield in Central Park and watch a .,24-Sep-09,Central Park,Larry Cheng
"Walk up Poet's Walk to the Bethesda , and then have a drink at the Loeb Boathouse, outside by the water.",12-Sep-09,Central Park,Pamela Parker Caird
Ride either the 75 or 100 mile route of the NYC Century  .,18-Aug-09,Central Park,PJ Brindisi
 up in my whites and play  (legally).,17-Aug-09,Central Park,Clayton
Had a great  yesterday,17-Aug-09,Central Park,Prashanth Rai
check out .,16-Aug-09,Central Park,Paul LoFaso
laying in the sun and just relaxing,14-Aug-09,Central Park,nicole krake
"Start at Columbus Circle and ru n Northeast, run the full length of Central Park - .3k  of a 10k. Spectacular feeling to run the greatest  in the world.",13-Aug-09,Central Park,Peter Shankman
"Go the Sheeps Meadow. Bring one or all of the following: blanket, , , , , , , , friends. Watch people. Smile.",9-Aug-09,Central Park,John Simpson
I enjoyed free chamber  in Central Park Tuesday Night,7-Aug-09,Central Park,Adam Bartimmo
go for a run around the ,29-Jul-09,Central Park,David Parry
"Go see ""Philharmonic in the "" with 200,000 other people, and bring a blanket, some food, , and your friends.",17-Jul-09,Central Park,Stuart Schultz
"Watch the Philharmonic in Central Park. But don't fight for a seat, sit back by the  and enjoy the show all to yourself!",14-Jul-09,Central Park,Kelsey Sortland
"Great Lawn, watched random guys playing . As a woman, this is always great fun. Also watched co-workers  game. Good times.",17-Jun-09,Central Park,Jovian Irvin
 as everyone *tries* their turn at the row boats near the base of the  on the grassy noll...hours of  entertainment,26-May-09,Central Park,dre_ah .
Doing Parkour,8-May-09,Central Park,avianto boy
Sit down and  with some friends on a sunny day,28-Apr-09,Central Park,Rob Dolin
"Buy raw  from , bring bag to the south side of  at Fifth Avenue. Feed the horses.  Works best with a kid or kid at heart.",17-Apr-09,Central Park,Rob Kelley
Show off your best moves with the Central Park  Skaters Association,27-Mar-09,Central Park,Megan M
Take a nap.,18-Mar-09,Central Park,Nora Regis
 around the Central Park loop on a weekend.,12-Mar-09,Central Park,Erin Sparling
"Did you remember everything you needed for the perfect  (, , a fine , bottle of )?  If not, take note of the Whole Foods in Columbus Circle.",8-Mar-09,Central Park,harryh
alice in wonderland  in central park - especially at night,14-Oct-08,Central Park,naveen
El mejor  del mundo,1 week ago,Central Park,Alfonso Espinosa
Şehrin içindeki  ve 🇳🇾🇨󾓦🗽,2 weeks ago,Central Park,Yeliz Ş.
Lugar lindo. Tem pista de patinacão no gelo. Você pode andar numa carruagem iluminada a noite. Tudo muito bem conservado.,3 weeks ago,Central Park,Patricia Gutierrez
Cada vez que venho a NYC tento conhecer uma parte nova do . É enorme e esconde lugares incríveis!,3 weeks ago,Central Park,Paula Freire
Un site incontournable de New York à visiter sur plusieurs  car il faut aussi se  dans le  pour apprécier la vie autour et contempler.,3 weeks ago,Central Park,Koko Pelli
"Que lugar maravilhoso, que energia maravilhosa. O  é enorme, sem possibilidade de cruzá-lo�?de  a , conheci na neve, que o torna ainda mais lindo e charmoso.",4-Feb,Central Park,Carlos Duarte
" ini mungkin merupakan  paling terkenal di dunia untuk alasan yang tepat, yaitu menjadi objek  untuk difoto di segala musim. ",3-Feb,Central Park,Grivy .com
😍  lugar para pasear o simplemente sentarse a hacer nada.,31-Jan,Central Park,Jose Manuel Vargas Echeverry
Cuando cae nieve es de los mejores espectáculos que puedes ver. ❤️❄️,15-Jan,Central Park,Sherlyn Acevedo Castañeda
"Adorable, como siempre 😍",10-Jan,Central Park,Mariu Valarezo
Когда впервые сюда попала сразу в голове Один 😁😁Кэвиииин!!!крутое место.я бы тут бегала по утрам.,10-Jan,Central Park,Р M
 nasıl bişey diye bizim belediyeleri bi götürüp detaylıca gezdirmek gerekiyor bence. Bahaneleri de hazır ; şehrin ortasında böyle boşluklar kalmamış.  Sen yapta şehrin biraz dışına yap.,10-Jan,Central Park,Kaan Inan
Aww  en NY. Amazing,10-Jan,Central Park,Adria Aguilar
Compra un buen  ! Los que están en las afueras de central park NO lo son! Vale más gastar un dólar extra. Porque son muy malos todos los de los puestos ambulantes.,5-Jan,Central Park,Dulce de Santiago
"Caminar ,  , animales",27-Dec-16,Central Park,Andres Cardenas
"Muy bonito , pero le faltan señalamientos para ubicarte mejor",27-Dec-16,Central Park,Andres Cardenas
"Un viaje rápido nunca está de más, es  en esta época. Busquen al Abelardo (Big Bird) más solitario del mundo y salúdenlo.",27-Dec-16,Central Park,Enrique Marín
Muhtesem bir diyar,25-Dec-16,Central Park,Zeynep
"El contraste entre los edificios y este gran pulmón de  verde, amarillo y rojizo es espectacular",9-Dec-16,Central Park,Manuel Leyva
"Me enamoré de este lugar!! Simplemente  y , ideal para ir en , solo, en pareja: como sea!",4-Dec-16,Central Park,Paola Hernández
Definitivamente um dos  mais lindos do mundo! Vale a visita no outono mas fica a dica: utilize uma 2ª Pele ( ).,29-Nov-16,Central Park,Bruno Paiva
"Graças ao Central Park o melhor local para se hospedar em NY é em Uptown. Todos dias, quase sempre na ida ou na volta de uma atração pode-se aproveitar uma caminhada pelo .",27-Nov-16,Central Park,Bruno Brito
Lindo e imenso. Dedique um período do dia para o passeio,22-Nov-16,Central Park,Lilian K da Rosa
Muy extenso! Traigan calzado cómodo !,16-Nov-16,Central Park,David Octavio Herrera Martínez
Lindo demais. Faça um  !,6-Nov-16,Central Park,José Salomão
"Incomparable! Des bois, des , des , des terrains de , des , c'est le cœur de la ville. Idéal pour s'éloigner de la suractivité de Manhattan.",20-Oct-16,Central Park,Nymmh
Sensacional,2-Oct-16,Central Park,Renata Bernardeli
Was soll   - es gibt hier keinen  am ,1-Oct-16,Central Park,Joko
Andei muito mais de 10 km! Legal! Porém. Não me surpreendeu,1-Oct-16,Central Park,Frederico Augusto
🇫🇷 - En un seul mot: immense ! Pleins de trucs à faire (payant ou non). Je recommande la sortie en  !,28-Sep-16,Central Park,Florian Cordillot
Lindoooooo... Nunca vi nada igual ❤️🙏,25-Sep-16,Central Park,Danielli Soares
Bem legal. Indico a parte mais a Uptown (após o MET) q tem recantos maravilhosos,23-Sep-16,Central Park,Alexandre Costa
Pace  e salutare,12-Sep-16,Central Park,Giuseppe Coppola
"Bilindiği gibi çok büyük bir ,çimlerde oturup etrafı seyrederek kraker yedim☺️bir çok   için ellerinde  burada oturan ofis  ve arkada ki  😄",31-Aug-16,Central Park,kadriye
 lugar para explorar,30-Aug-16,Central Park,Malvina Battiston
Малко спокойствие сред суматохата,28-Aug-16,Central Park,Emil
Visita obligada al ir a New York,23-Aug-16,Central Park,Cesar Mossi
Necesitarás mínimo 2 días completos para disfrutar el . Andar en bici facilita el ,12-Aug-16,Central Park,Lore Méndez
El mejor lugar de NY !,4-Aug-16,Central Park,Emilio Guerra
"Görülmeye ,gezilmeye değer😍",2-Aug-16,Central Park,FATOŞ
"Vale a pena andar de  a , curtir o  todo, sem pressa, admirando cada lugar. Se puder vá mais de 1 dia ao Central Park, as experiências serão diferentes",2-Aug-16,Central Park,Jean Francisco
