content,date,location_name,user_name
"Almost too overwhelming, I think it would take a week to see everything. I thought all the  was cool. I definitely appreciate the  more now than as a teenager. Get a map, you'll need it","July 21, 2016",Metropolitan Museum of Art,Matt
"Get a map & choose carefully because you cant cover so much in a day. Dont check all the  in one day, keep your eagerness intense & check it in several days. Enjoy artistas this place is epic!","August 21, 2016",Metropolitan Museum of Art,May ♍
"Sundays are good arrive early if you are a member have  first at members  make sure to make a , try to sit by window which outlooks to CP then start your expedition through","December 21, 2014",Metropolitan Museum of Art,Huseyin Enc
"Went with low expectations and was pleasantly surprised. The , tribal , and  sections were particularly interesting. Don't miss the  from the newly opened !!","May 30, 2015",Metropolitan Museum of Art,Harry Adraktas-Rentis
"That's my spot! The  feels endless. The collections make your mouth water if you like history. Wear   and if the day is nice, you can hit the roof for a .","August 23, 2015",Metropolitan Museum of Art,Duke Perkins
The Damascus Room is a wood-paneled 18th century Ottoman  in the  of Islamic . It hails from an upper  Syrian home and was likely used in the winter to keep guests warm. ,"August 12, 2014",Metropolitan Museum of Art,AFAR Media
"It's the number one attraction in NYC. It has everything you need to clear your head & fill it with a fantastic dose of culture. No matter how often you visit, you'll always discover something new.","April 27, 2013",Metropolitan Museum of Art,Eliane vdB
"Guided docent  have been really outstanding. You can't see everything, but it is great to have a volunteer pick out 8-10 of the items they are  and passionate about.","December 23, 2016",Metropolitan Museum of Art,Charles P.
Was in town for the weekend and was able to see the China through the looking glass fashion . It was beautiful! The  is huge and has so much to offer! Highly recommend!,"June 6, 2015",Metropolitan Museum of Art,Thelocaltripper
"Pay as you wish . Enormous collection which spans from  to the . Many guided  available daily. Fantastic docents, experts in their topics. Not to be missed!","February 17, 2016",Metropolitan Museum of Art,Ting
The halls are huge here. The   is a must for anyone with kids.  We spent three hours at the  & felt like we could have spent another 10 and still not seen everything.,"January 31, 2015",Metropolitan Museum of Art,Chad Curry
The Met is one of the best  in the world. The   will make you believe you are back in 1550 BC and the height of the  empire.,"August 14, 2013",Metropolitan Museum of Art,Social News Network
"If you love  you'll probably go crazy over this one. Crazy important , beautiful building, roof with great  of Manhattan. Take time to visit.","December 23, 2016",Metropolitan Museum of Art,Estefania H
"There are several ways to impress those in the  world.  Shouting out “Show me the Monet!” while perusing the impressionist section is, I promise you, not one of them.","August 8, 2014",Metropolitan Museum of Art,The Most Interesting Man in the World
"If the Met is overwhelming, why don't you contact  Adventures?  Great for kid/ family  but also adults- the  are fun, insightful and speedy!  Www.ClairesCreativeAdventures.com","July 13, 2013",Metropolitan Museum of Art,Claire Munday
This  is huge! You'll need to set aside a whole day just to explore every bit of it! Extremely impressive. Make sure it's on your list if you're visiting New York!,"April 9, 2014",Metropolitan Museum of Art,❀✿ YIᑎG ✿❀
"From  to Met masterpieces, Carmelo Anthony has always appreciated the  offerings in NYC. Watch Melo talk about his passion for the : http://youtu.be/ublkAty-wAk","January 11, 2013",Metropolitan Museum of Art,Jumpman23
The  of this place is the Asian wing.  Take your time here to spend at least one or more full days here to really enjoy and take it all in.  This is one of the best  in the world!!,"January 20, 2013",Metropolitan Museum of Art,Betsy Baxter
"Bring your walking  as this gigantic  has a lot to see, featuring  from all over the world.  Don’t miss the roof  in the summer time!","October 4, 2011",Metropolitan Museum of Art,New York Habitat
Simply one of the greatest  in the world for . Sit on the steps and be cool. Don't miss the roof and the greatest  of Manhattan.,"October 18, 2014",Metropolitan Museum of Art,Richard Revilla
"Visit the , which features a  of the Manhattan skyline. It’s open between May and early fall and each year features a different  site-specific installation.","July 1, 2013",Metropolitan Museum of Art,NYC: The Official Guide
"So much things to see (Entry price is up to you) 7$ for audioguide. I like the weapon area, the modern , the  and asian parts. Definetely one of my favorite  in the world!","November 11, 2013",Metropolitan Museum of Art,Danith Yong
Take the  in the European  and Decorative   up to the Roof   and . It’s open from May through the fall and offers panoramic  of the city.,"July 30, 2012",Metropolitan Museum of Art,Travel + Leisure
"The best  in NYC, you can return many times and continue to discover wings that you've never been to. This  is not only about  but also a way to discover history through .","August 12, 2014",Metropolitan Museum of Art,What's Good Here
"one of the best places in NY. suggested donation and if time, try a guided . my favorite must sees include the roof, visible storage, FLW living room, and  Baroque .","June 10, 2016",Metropolitan Museum of Art,Stina P.
You can spend all day here and not see it all!  If you're  on time do some research before you get there!  The European rooms will make feel like you're in Paris!  Greek & Roman ! And more,"June 11, 2014",Metropolitan Museum of Art,Crystal Harrison
"You could spend days in this beautiful  and not see everything. There is something for everyone here. From  to  to , this was one of the best  I've been to!","March 12, 2015",Metropolitan Museum of Art,Elle Segrest
"Everyone knows The Met is the city’s most epic , with a vast collection from ancient to modern. I don’t have to tell you that it is a must see. I love to twirl around the period rooms alone... ","May 6, 2012",Metropolitan Museum of Art,ArtNerdNewYork
"Love this place and will visit again in the near future. I recommend their collection of European, Medieval and  . You can pay what you want for admission - as long as it's above $0.00.","July 27, 2014",Metropolitan Museum of Art,Quoc Chang
"BEST  EVER. Even though you can't  everything properly in just one day, it's amazing to browse between . And the building itself is wonderful!","June 11, 2015",Metropolitan Museum of Art,Vanessa Macedo
Head past the Rodins and up to the fifth-floor  atop the Metropolitan Museum of Art for magnificent  of Central . ,"July 27, 2016",Metropolitan Museum of Art,Condé Nast Traveler
"The knights is a great  for kids. The   is a must-see, the Asian  is a very pleasant , and the  is a favorite!","September 2, 2013",Metropolitan Museum of Art,Dante Schulz
"For the secret stairs to the roof, face the entrance doors to  908. Slide 10 paces to your left and enter the door labeled STAIR R-4.","June 30, 2016",Metropolitan Museum of Art,Jacob Ford
"The Met is really free. The donation is only suggested. You can pay as much or as little as you wish. If you can  to pay full amount, great, but don't let it stop you from going with the family.","July 3, 2015",Metropolitan Museum of Art,Jeff Berger
I loved it here I went today with my two friends and we had a blast the  is huge we didn't get to see everything but trust me we are going back because it's an amazing place,"October 9, 2016",Metropolitan Museum of Art,Laura Ramirez
"The indoor  in the Americas wing 1st floor (Room 700) is a great base, particularly when visiting with kids -- it's an effective hub with good seating and space for kids to move around.","August 6, 2014",Metropolitan Museum of Art,Matthew Phillips
"if you're looking for a not-crowded area to sit and sketch, the new  is usually pretty empty (especially compared to the european  ).","August 3, 2014",Metropolitan Museum of Art,Jon Steinback
"World  institution, amazing collection of applied and decorative . The  with its interiors is a must. Many free  available every day with passionate and prepared volunteers.","November 23, 2015",Metropolitan Museum of Art,Andrea Ossi-Perretta
"Admission is just a suggestion - if you are brave enough to say something when they ask you for the admission fee, you won't have to pay. Also sit on the Met Steps for a Blair moment. ","August 21, 2016",Metropolitan Museum of Art,Jordan Taylor
It's huge so pick out the  or time periods you want to see. I went for the modernists. Beautiful ....also with Central  outside,"November 22, 2015",Metropolitan Museum of Art,annlou
"Aside from an iconic , the Met offers engaging daily family programs for toddlers and small children, including storytelling and  walks, both included in the 's admission.","December 27, 2013",Metropolitan Museum of Art,Derek Fromson
Love love love this place! Awesome collection of  and . One week will be sufficient to explore everything. Did I say I love it??,"March 1, 2016",Metropolitan Museum of Art,Che Francisco
One if the best  in the world. The Temple of Dendur is a must see. In the summer check out the  - great place to unwind with a great  of Central .,"August 13, 2014",Metropolitan Museum of Art,Cristian Gonzalez
An original container of the Dead Sea Scrolls. One of countless treasures in this magnificent collection. Allow a full day! This is a don't miss .,"August 31, 2015",Metropolitan Museum of Art,Eric Highland
"A must visit, the classics to see in New York. A really diverse gathering of  from all over the world.  Impressionist collection here, which I liked most, is grand and really great.","April 4, 2016",Metropolitan Museum of Art,Eug K
"One of our favorite spots to go in NYC. Easily accessible,  and they always have new and interesting attractions. Fun for the entire family!","September 1, 2015",Metropolitan Museum of Art,William Geronco
"Take a fabulous course at the MET.  I've  had so many wonderful times here but at the  , Ithere has never been such  and history that leave one speechless. Now, to live on MusM.","April 16, 2015",Metropolitan Museum of Art,jessica cannnon
This is without doubt one of the most beautiful  I've ever been to! When I was here they had the Manus x Machina  which was breathtaking! Pay what you want admission..,"May 25, 2016",Metropolitan Museum of Art,Camilla Hansen
Spent half a day here and was NOT enough time to absorb the history. This  is a MUST stop for any visit to the city. The  area was the icing on the  of a perfect day.,"June 5, 2014",Metropolitan Museum of Art,Gary Crawford
"[Escapes] Largest  in the US. Endless collection, from  tombs to Impressionist . Don't try to see it all in one go. Fee is just a recommendation, you can pay what you want.","December 29, 2013",Metropolitan Museum of Art,D&A Travel: Anders
"Huge  with tons of  to see from civilizations all around the world. Would easily take 5 hours to see everything. However I would recommend their """" section as a must.","May 4, 2016",Metropolitan Museum of Art,Alexandros Plexidas
"To avoid crowds, take advantage of the evening hours on Fri & Sat. Some  may be closed, but you'll be able to have a more  experience with the . Also,  on the mezzanine.","August 18, 2013",Metropolitan Museum of Art,Mark Schlemmer
"First make wishes at the Temple of Dendur, then fulfill them looking at the Impressionists and nestle in the dim HdTL room, my favorite room on this whole island.","February 26, 2013",Metropolitan Museum of Art,Valentina Monte
"The only  spot in the entire ? Hands down, the Lehman Collection wins. Robert’s own corduroy  is available to  on in  958.","October 15, 2013",Metropolitan Museum of Art,Museum Hack
Everything here is wonderful. If you  make sure you know which one to go back to. See what you want first then move around too much to see in one day.,3 weeks ago,Metropolitan Museum of Art,Tamara D
"Tons and tons to see! Lots of good signage, though it is lacking or unclear in places, particularly the Egypt wing. **Remember, admission is suggested! So you can get in for as little as a dollar!**","July 18, 2016",Metropolitan Museum of Art,Erin Rath
"It's huge, a bit confusing and has more works of  that a person could see in one day. Don't miss the Islamic  section, it's gorgeous!","September 13, 2015",Metropolitan Museum of Art,Marina Burity
Start at the top and work your way down; by the time you get to ready to leave you'll be at the bottom. Learn this and much more from our professional  guides on a   with us today! #hqt ,"August 28, 2015",Metropolitan Museum of Art,High Quality Tours HQT
The  is very large and even a whole day won't cover everything. Wear  . Food is not allowed inside. Don't forget to visit Manipulated  Before Photoshop: Def. my fav:),"February 1, 2013",Metropolitan Museum of Art,Pınar
An endless maze of  to see. Make sure to pay a visit for at least an hour when in New York. But actually you should spend at least a day in it. :) You can withdraw cash in the  floor.,"October 26, 2015",Metropolitan Museum of Art,Gergely Nagy
"We came here in the morning🌞 around 10 a.m. Good time to start  around Met, me and my brother almost finish all the lobbies and halls, I loved the Roman and Mesopotamian sections 😱😍","March 31, 2016",Metropolitan Museum of Art,Abdulrahman Fetyani
"Went there on a Friday evening, when entrance is free. Line was impressive, both in length and speed! It basically keeps moving :) Despite the crowd, we could enjoy the great !","May 23, 2015",Metropolitan Museum of Art,Nicolas Evens
Don't want to see everything: it's pretty exausthive and can't hold much infomation. It's my fourth time here and just today I got up to the  europeans . And it was awesome.,"February 1, 2013",Metropolitan Museum of Art,Viver Para Comer
" is amazing & there's so much to see it's easy to get overwhelmed; go in with a plan for what you want to make sure you see & then just wander, or take one of the .","September 9, 2016",Metropolitan Museum of Art,Violeta Arciniega
“Manus X Machina: Fashion in the Age of Technology” now-Aug 14; See how fashion designers are reconciling the  and machine-made in the creation of haute couture and avant-garde ready-to-wear.,"August 9, 2016",Metropolitan Museum of Art,The Ritz-Carlton
"Also known as The Met, this  at Central  is home to more than 2 million works— American, European, , and Islamic . Buy tickets in advance to avoid long lines. Closed on Mondays.","September 29, 2011",Metropolitan Museum of Art,DHR.com
"Remember that the admission fees are only a SUGGESTION, however you can tell to the people at the ticket box you want to ""donate"" just $1 . They may give you a look... but you'll save some bucks!","August 25, 2012",Metropolitan Museum of Art,Flor
“Interwoven Globe: The Worldwide Textile Trade”: “The show is more than a  in the study of decorative arts—it’s a model of how  can deploy their collections in context.” Through Jan 5. ,"October 14, 2013",Metropolitan Museum of Art,The New Yorker
"Best to go during the week, during the day. We did a Hack the Met  which was fun and gave more of a behind the scenes look at a lot of the pieces in the collection.","February 18, 2015",Metropolitan Museum of Art,Chris Ryan
"Do yourself a favor- find sec 501 on the map- ""The Studiolo Gubbio""- and look closely at the detail. Pan slowly around the room with one eye covered and take in the surprising, incredible depth of it!","April 2, 2012",Metropolitan Museum of Art,Chris Petescia
"A great place to spend a rainy day. The admission price listed is recommended, you can pay $1 if you want to get in. Do not miss the  (check ahead for open hours)!","September 4, 2013",Metropolitan Museum of Art,Katrina Peralta
"Through Sept 22, make sure to visit ""Ken Prince : A Restrospective"", designed by none other than Frank Gehry. After perusing, enjoy a glass of Casa Dragones as you overlook Central .","July 2, 2013",Metropolitan Museum of Art,Casa Dragones
"A New York institution. Try to attend a lecture or , many are free and lead by experts in a variety of  disciplines. Moseying around the impressionist wing on a Sunday recommended.","June 5, 2012",Metropolitan Museum of Art,Charlotte & Lisa
"You could spend days here, it's wonderful. What the  doesnt tell you is that the admissions (25$) are donations and voluntary so you can also go there if you don't have the money to spend!!!","September 19, 2015",Metropolitan Museum of Art,Ance Kaleja
"Huge collection !!! If you're going to see all wings, you better  an entire day for it. The  wing is amazing! When you get hungry go to the   !","October 18, 2014",Metropolitan Museum of Art,Douglas Souza
"Loved the  . Egypt, the Bizantine and the  are a MUST. Go to the  to enjoy a great  of Central  and Manhattan's Skyline. AMAZING.","October 8, 2013",Metropolitan Museum of Art,Patri PR
"Met  offers Associate Membership for those residing 200 miles radius outside of NY. Worth the buy to cut line during Special , and pays itself in a few visits.  lovers, get yours!","September 17, 2011",Metropolitan Museum of Art,Bloompy Bonvivant
"A NYC must. The  wing is amazing. It takes all day long to see everything, plan your visit if you are interested in a particular area.","March 9, 2013",Metropolitan Museum of Art,Dalila
"Enjoy a  trio led by guitarist Danny Petrow every Friday and Saturday evening (5:30–8:30pm) throughout February and March in The Petrie Court  and .  (Liz, Restaurants)","March 1, 2011",Metropolitan Museum of Art,Metropolitan Museum of Art
"In the ""American"" section, go into the  facade take a left and go up the stairs to find the ""visible storage"" collection.  It's like the WalMart version of The Met.","December 14, 2011",Metropolitan Museum of Art,Dens
"Spend the day exploring the , then head to the  bar where you can sip on  while overlooking Central  and Cornelia Parker's PsychoBarn  commissioned for summer '16.","June 13, 2016",Metropolitan Museum of Art,Indulgent Eats
"Check out their calendar of special events, including toga parties and mixers thrown by the College Group. Looking for a great way to spend a weekend evening? The Met is open until 9pm both nights!","July 1, 2013",Metropolitan Museum of Art,Teachers College Student Affairs
 provides one of the best juxtaposing  of Central  and the . Ask a  member how to find the  up. They've added a rotating  up there as well.,"August 19, 2014",Metropolitan Museum of Art,Eric Venker
"Manus x Machina - Fashion in the Age of Technology: Get there and see a mastery of 3D , micro pleats, precision beading and get lost in undulating future of aesthetics.","June 27, 2016",Metropolitan Museum of Art,Ivy Mahsciao
"The beautiful Temple of Dendur, amazing impressionist  and a fantastic Asian display - this  is the perfect place to spend a Sunday afternoon  timeless !","February 2, 2015",Metropolitan Museum of Art,Daniel Karran
"Skip the  line in the  Wing and use the  directly upstairs in the Asian Wing,  207. They are less trafficked and usually super .","October 15, 2013",Metropolitan Museum of Art,Museum Hack
"I don't know where to begin with the Met. If you are visiting, take a couple of days to explore the  inside and out. If you are a local, keep up with the . This place is a treasure.","May 17, 2012",Metropolitan Museum of Art,River Rose
"It's too big to see everything in one attempt. Look up a map in advance and make a game plan to ensure you see at least the stuff you want to the most. Otherwise, you'll get lost in the maze!","April 12, 2016",Metropolitan Museum of Art,Dave Sawyer
" of America cardholders get free access every first weekend of the month, but then again, admission fees are suggested, not required. The , European, and Medieval  are cool.","September 11, 2015",Metropolitan Museum of Art,Caroline Deng
"Check out the Greek and Roman wing, very well made reproductions of Roman rooms, also have a great ancient coin collection towards the back wall of the south-most room of that .","March 11, 2012",Metropolitan Museum of Art,Sergey Nazarov
"Donation admission.... a wonderful place to stroll around. Love staring at the Tiffany , getting lost in the rooms with all the ancient  .","September 21, 2014",Metropolitan Museum of Art,Anna R
"""China: Through the Looking Glass"" may be better than ""Savage Beauty"" & it pains me to say that - but this  is RICHLY curated & expansive. Well done.","May 15, 2015",Metropolitan Museum of Art,Ali Rose
The guided tors rock. As does the  . I'm listening to some good relaxing  by ETHEL and friends. Quite wonderful.. The whole experience. Very New York!,"November 16, 2013",Metropolitan Museum of Art,Amit Haralalka
"The Upper East Side is known for being very cultured, and we're surrounded by it! Several of the world's best  are in this 'hood, including this one with the city's best  spot!","October 17, 2011",Metropolitan Museum of Art,Dorrian's Red Hand
Pay as you wish entry! Enter the beautiful place by paying even 1$. The   offers  of the city on a sunny evening!,"March 13, 2016",Metropolitan Museum of Art,Zeba Siddiqi
"World    section -  a must visit for every belly dancer. After exploring, check behind the building to see Cleopatra's Needle, an obelisk brought to Central  from Egypt in 1881.","October 7, 2011",Metropolitan Museum of Art,Dilara Sultan
"Remember that there's way too much to see in one day, focus on a specific part to get the most out of the  in one visit. Also: If you have the courage, they'll let you in free. (ask)","February 2, 2012",Metropolitan Museum of Art,Hunter Tau
When it's  I like to get as fast as I can to the back of the building—usually European or American . It gets way less  the farther you get from the main hall.,"August 20, 2013",Metropolitan Museum of Art,Colin M. Ford
"This place is huge and wonderful! There's  here and a  in almost every room, so if you want to explore you can (and should) easily take the whole day!","September 27, 2013",Metropolitan Museum of Art,Rafał Rzepecki
"The Met's ""donation-only"" admission prices mean you don't have to break the . (Feeling ambitious? When you're done, walk directly across Central  to the  of Natural History.)","June 2, 2013",Metropolitan Museum of Art,Ryan Meehan
Dedicate more than a few hours to explore the numerous . Utilize the  and  or a more  option - the restaurant for a bite and beverage; for a rest of the feet.,"November 11, 2015",Metropolitan Museum of Art,Filter Scan / Sean
Take advantage of the Met while you're living there. That way you don't have to feel pressure to see it all at once because the donation only policy makes it super .,"July 6, 2013",Metropolitan Museum of Art,Katharine Matsumoto
Seriously. Don't forget to visit the  . The  is fantastic! The entrance is located deep in the medieval section.,"July 6, 2015",Metropolitan Museum of Art,Jacob Forster
"The entry price is a recommended donation. Ticket machines make you pay full price, so get your tickets from a person and pay what you want","November 16, 2016",Metropolitan Museum of Art,Paul Booth
"World  . Enormous. Overwhelming. Mandatory. New surprises await every visit, can't truly be experienced in a single visit. Entry only requires donation of your choice (MET recommends $25).","October 30, 2016",Metropolitan Museum of Art,Josue Evilla
One of the great  of the world. During the summer be sure to get to the  for the spectacular  of Central  and the city skyline,"September 6, 2015",Metropolitan Museum of Art,Jason Brew
The  is technically free but they do ask for a donation. This  is well worth the visit and I would plan your day around it to see everything it has to offer.,"January 13, 2013",Metropolitan Museum of Art,Josh W
"Variety in terms of Europeans Paitings (particularly, my favourite theme), Greek and Asiatics cultures. However, to take a pic in front of the  is almost impossible, there always are .","June 25, 2014",Metropolitan Museum of Art,Amanda Guilherme Silva
"Would take the whole day to see everything, massive collections, spanning centuries and regions. Make it your first destination of the day because you will need the energy.","April 7, 2013",Metropolitan Museum of Art,Wani Yusof
Huge collection of  & artefacts housed in an amazing building. Small but lovely collection of Mexican  in  749,"October 8, 2015",Metropolitan Museum of Art,Justin
Great place to  exquisite pieces of  ranging from the ancient to the modern! A must see for any  visiting NYC and any local art/history lovers out there!,"August 29, 2014",Metropolitan Museum of Art,Yanique
Love this place! Look at the wonderful  arrangements when you enter. Entrance is suggested donation. If you have limited time go see the newly renovated .,"March 9, 2013",Metropolitan Museum of Art,Eynat Eliraz
Pay what you like even a penny.  on Saturday night. Perfect for winter Moitze Shabbat. Some Jewish historical ,"November 22, 2015",Metropolitan Museum of Art,Shay
"The Carroll and Milton Petrie EUROPEAN SCULPTURE COURT long has been my favorite indoor space in New York City.  While you're there, check out Carpeaux's gripping , Ugolino and His Sons. ","April 6, 2012",Metropolitan Museum of Art,Brian Hoeft
"The  of the building is fantastic: you could go just for that. But the  are phenomenal, too, especially when you find  that tie the history together.","February 22, 2015",Metropolitan Museum of Art,Scott Jack
"A visit at MET takes a long long time! It's huge. If you have a fast-pass-card you can go there whenever you like, but if you don't it's better to be at entrance by the time it opens!","November 12, 2011",Metropolitan Museum of Art,Silvia S.
"If you're not swimming in money you can pay whatever you want (yes, you can get in free). Try to pick a section to focus on as the  is a waste if you try to see it all in one day.","February 2, 2012",Metropolitan Museum of Art,Hunter Tau
Such a cool and impressive space. You can come here five days in a row and still find new stuff to see. Definitely a must see when you're in New York.,"October 18, 2016",Metropolitan Museum of Art,Dorien van Linge
"I mean, can you go wrong? Been a member for 6 years although my recent visit to the  &  was a pleasant surprise! Go now, Run!","October 9, 2014",Metropolitan Museum of Art,Gaetane
"Great range of  from different regions and eras.  Constantly updating featured .  (By the way, if you buy your tickets in person you can pay any price.)","May 20, 2016",Metropolitan Museum of Art,Nazeerah Parker
"One of our favorite spots is the Roman/Greek  hall – bring your sketchbook, pencils and find a  spot and spend the afternoon sketching away.","December 12, 2011",Metropolitan Museum of Art,The Corcoran Group
"If you're a member of the Met or know someone who is, take advantage of dining at the Trustees Dining Room. Great food and , plus an amazing  of Central . Best for !","May 19, 2011",Metropolitan Museum of Art,Joseph Cruz
"Great place, for sure must go. Try to plan a visit in advance in relation to what you really want to see. One day is not enough to cover all the  :).","July 31, 2013",Metropolitan Museum of Art,Olga
Go see the Metropolitan  of Art’s  with its new makeover. It has ‘hedges’ made of two-way mirrors created by american  Dan Graham and swiss architect Günther Vogt. ,"September 8, 2014",Metropolitan Museum of Art,Staff Picks
"The Metropolitan 's annual  Institute Gala is one of those rare occasions where fashion, celebrity and the vanguard collide in one glorious display of style. We were there, contributing t","May 3, 2011",Metropolitan Museum of Art,Gucci
Mind blowing. My brain was full after about three hours. Ideally I'd go for three hours a day on three different days to get the most out of it. Wish I lived close enough to have a membership!,"June 15, 2014",Metropolitan Museum of Art,Steve K
"The Metropolitan Museum of Art holds 2 million pieces of  spanning 5,000 years of world culture. All artwork is housed in 2 million square feet and cared for by 1,800 employees and 900 volunteers.","January 31, 2012",Metropolitan Museum of Art,D'Agostino Supermarkets
Check out the visible storage in the American wing--totally crazy and cool. This is also near the cleanest  in the .,"October 10, 2013",Metropolitan Museum of Art,Christina DiMeo
"This is a must see for anyone visiting New York, the Armory alone is worth the price of admission, which is, whatever you want to DONATE.  Remember that.","May 28, 2013",Metropolitan Museum of Art,Malcom Benites
"While the  plays host to an array of pieces, be sure not to miss the rows of glass cases filled with American odds and ends on the lower level paired with interactive guides for more info","February 27, 2012",Metropolitan Museum of Art,TOWN&COUNTRY
"Please remember the $25 entrance fee is a SUGGESTED donation. They make millions from private benefactors and corporate donations. Like an  professor once told me ""give them a penny and a smile.""","October 20, 2013",Metropolitan Museum of Art,Alexandra Griffin Fitzpatrick
"The mission of the MMA is to collect, preserve, study,  & stimulate appreciation for and advance  of works of  that collectively represent the broadest spectrum of human achievement ","May 7, 2011",Metropolitan Museum of Art,Interni Magazine
Nothing strikes fear in your enemy like going into battle with your  little bunny helmet 🐰 seriously though make sure you visit the arms and armory section.,"September 6, 2014",Metropolitan Museum of Art,Duncan PJ
"If you think of doing something in New York City, you can be certain that at least 2000 other people have the same thought. And of the 2000 who do, about 1000 will be standing in line waiting to do it","May 20, 2016",Metropolitan Museum of Art,Jake Smith
Look at the walls. There's amazing stuff there. They have a surprisingly good modern collection despite MOMA being so close. Best bang for your buck here.,"August 18, 2014",Metropolitan Museum of Art,Teri Rushka
It's great that they have the option for pay as much as you can  so it really helps for  like us! 👍🏼,"July 16, 2015",Metropolitan Museum of Art,Ivy M
Inside the impressive building of  The Metropolitan Museum of Art lies more than two million works of  about fashion and cultures ,"May 26, 2015",Metropolitan Museum of Art,citizenM
Love love love love it!  Huge inventory of works .The  collection is very extensive. The Chicago met has the more popular  impressionist's .,"January 30, 2016",Metropolitan Museum of Art,Rochelle Gilliard
The audio guide is well worth the $7. Do the Director's ! It takes about 5 hours and you will see all of the highlights. It's incredible.,"September 1, 2014",Metropolitan Museum of Art,Kazem Edmond
"One can easily spend seven to eight hours in this , haha, I have... The works that reside within its walls are magnificent, anybody and everybody should visit this , more than once!","May 16, 2011",Metropolitan Museum of Art,Zazéon
One of NYC's finest institutions. Something for everyone to enjoy. My 7 year old loves the arms and armory wing as well as the  wing. My faves depend on the day.,"August 21, 2011",Metropolitan Museum of Art,May M.A.
This place is enormous and  pay what you want to get in. It can definitely take a day or more to see everything.,"April 11, 2015",Metropolitan Museum of Art,Seth Corker
"The  is now home to more than 2,000 European  dating from the 12th to the 19th centuries, including works from Vermeer, Rembrandt, Caravaggio and Raphael.","November 1, 2013",Metropolitan Museum of Art,Otel.com
"Jean-Léon Gérôme's Bashi Bazouk in the KJ Lane  is a knockout in terms of a painter's technique bringing texture and color to life. (Nykia, 19th Century )","June 4, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
This is one of the goldsmith pieces of 'Carambolo Treasure' in Seville that is going to be displayed in this . Dated in century III BC (made by the Tartessians) ,"March 25, 2014",Metropolitan Museum of Art,Sevilla
I have spend days upon countless days over 30 years and never get bored! Amazing  and !,"February 7, 2013",Metropolitan Museum of Art,Marianna Vitoroulis
"I love this , you can go for free to the cloisters with the same entrance. Price suggested is 25, but you can ""pay what you wish"".","April 29, 2016",Metropolitan Museum of Art,Carmen Gloria Riquelme
"You can't beat a day spent at The Met. If you like design, check out the historic rooms complete with period .","October 24, 2016",Metropolitan Museum of Art,Kayleigh Harrington
Native New Yorker who visits every month. Outstanding permanent collection and always at least one current  worth . Ticket to the Met includes visit to Cloisters during same week.,"April 25, 2015",Metropolitan Museum of Art,Pamela Packer
"“The Civil War and American "" tacitly exposes ""the rhetorical contrivances with which the common run of painters and   emotional content into the national ordeal."" ","May 31, 2013",Metropolitan Museum of Art,The New Yorker Manager
The Met is a would renown . Out of the millions of pieces of  here; there something is bound to meet your . From  to  from all over the world.,"September 2, 2011",Metropolitan Museum of Art,CheapNYC
